"Date","Game","Earnings","Players","Tournaments"
2017-12-01,"Clash Royale",416450.84,22,2
2017-12-01,"Street Fighter V",413677.5,51,2
2017-12-01,"Quake Champions",351500,82,17
2017-12-01,"League of Legends",332063.58,353,22
2017-12-01,"Gears of War 4",303000,70,7
2017-12-01,"Heroes of the Storm",3e+05,40,1
2017-12-01,"World of Tanks",3e+05,56,1
2017-12-01,"Rocket League",259224.39,107,12
2017-12-01,"H1Z1",250000,33,2
2017-12-01,"Call of Duty: WWII",243000,56,11
2017-12-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",171953.6,99,4
2017-12-01,"Vainglory",140000,37,1
2017-12-01,"Shadowverse",120000,24,1
2017-12-01,"Gwent",110856.36,45,10
2017-12-01,"StarCraft II",80338.74,102,46
2017-12-01,"Marvel vs. Capcom: Infinite",63630,18,2
2017-12-01,"Super Smash Bros. for Wii U",57261.81,69,18
2017-12-01,"Attack on Titan Tribute Game",50000,32,1
2017-12-01,"StarCraft: Remastered",39047.26,16,5
2017-12-01,"WarCraft III",35763.21,38,27
2017-12-01,"Tekken 7",35700.53,15,4
2017-12-01,"Old School Runescape",32000,3,1
2017-12-01,"FIFA 18",28760.4,22,5
2017-12-01,"Rainbow Six Siege",28452.72,60,3
2017-12-01,"Super Smash Bros. Melee",27548.49,53,10
2017-12-01,"Overwatch",24845.39,58,7
2017-12-01,"Heroes of Newerth",21193.32,22,2
2017-12-01,"Team Fortress 2",18000,66,3
2017-12-01,"S.K.I.L.L. - Special Force 2",15000,15,1
2017-12-01,"Paladins",10500,68,2
2017-12-01,"The Unspoken",8476.56,3,1
2017-12-01,"Age of Empires",8405,42,5
2017-12-01,"Dead or Alive 5: Last Round",7250,3,1
2017-12-01,"Madden NFL 2018",5000,1,1
2017-12-01,"Pokémon VGC",5000,8,1
2017-12-01,"Yu-Gi-Oh! Duel Links",4970.49,30,19
2017-12-01,"Age of Empires II",4614.18,15,5
2017-12-01,"osu!",4320,24,1
2017-12-01,"Power Rangers: Legacy Wars",4178.55,2,1
2017-12-01,"iRacing.com",3000,3,3
2017-12-01,"FIFA Online 3",2801.71,4,1
2017-12-01,"Chess.com",2801,14,2
2017-12-01,"Street Fighter V: Arcade Edition",1900,3,1
2017-12-01,"Injustice 2",1704.33,3,1
2017-12-01,"Pokkén Tournament DX",1540,3,1
2017-12-01,"King of Fighters XIV",1410,3,1
2017-12-01,"Guilty Gear Xrd REV 2",1180,3,1
2017-12-01,"ARMS",1100.1,9,3
2017-12-01,"Lichess",1100,8,2
2017-12-01,"BlazBlue: Central Fiction",890,3,1
2017-12-01,"TrackMania 2: Stadium",692.57,17,3
2017-12-01,"Windjammers",580,3,1
2017-12-01,"Hand of the Gods",500,5,2
2017-12-01,"Under Night In-Birth EXE: Late[st]",500,3,1
2017-12-01,"Soul Calibur V",420,3,1
2017-12-01,"Battlerite",300,3,1
2017-12-01,"Ultra Street Fighter IV",290,3,1
2017-12-01,"Ultimate Marvel vs. Capcom 3",250,3,1
2017-12-01,"Skullgirls 2nd Encore",230,3,1
2017-12-01,"Tekken Tag Tournament 2",210,3,1
2017-12-01,"Vampire Savior",200,3,1
2017-12-01,"Brawlhalla",27.3,3,1
2018-01-01,"Dota 2",1429929.6,216,11
2018-01-01,"Counter-Strike: Global Offensive",1348379.44,558,48
2018-01-01,"Hearthstone",1109486.78,76,11
2018-01-01,"SMITE",785000,40,1
2018-01-01,"Paladins",3e+05,41,1
2018-01-01,"Call of Duty: WWII",210970,57,9
2018-01-01,"Gears of War 4",204500,60,10
2018-01-01,"FIFA 18",2e+05,42,3
2018-01-01,"League of Legends",197560.6,80,9
2018-01-01,"StarCraft II",192965.92,106,42
2018-01-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",111032.72,81,6
2018-01-01,"Rocket League",62108.02,103,33
2018-01-01,"Chess.com",51399.98,23,2
2018-01-01,"Hand of the Gods",50000,13,1
2018-01-01,"Super Smash Bros. Melee",29067.35,53,7
2018-01-01,"Gwent",25058.13,10,3
2018-01-01,"Super Smash Bros. for Wii U",24862.03,55,11
2018-01-01,"Pokémon VGC",16000,24,2
2018-01-01,"Tekken 7",13300,15,4
2018-01-01,"Street Fighter V: Arcade Edition",12100,16,2
2018-01-01,"Halo 5: Guardians",11250,45,9
2018-01-01,"Rainbow Six Siege",8738.95,63,6
2018-01-01,"Yu-Gi-Oh! Duel Links",7899.1,78,34
2018-01-01,"WarCraft III",5401.82,17,18
2018-01-01,"StarCraft: Remastered",4682.6,12,2
2018-01-01,"Guilty Gear Xrd REV 2",4060,11,2
2018-01-01,"Project M",3440,9,2
2018-01-01,"Overwatch",2297.01,50,8
2018-01-01,"CrossFire",2282.23,24,5
2018-01-01,"Quake Champions",2084.39,7,2
2018-01-01,"Marvel vs. Capcom: Infinite",1900,8,1
2018-01-01,"Super Smash Bros.",1880,10,2
2018-01-01,"Age of Empires II",1715,15,6
2018-01-01,"Lichess",1500,5,1
2018-01-01,"Mystery Game Tournament",1280,8,1
2018-01-01,"TrackMania 2: Stadium",1184.47,10,2
2018-01-01,"BlazBlue: Central Fiction",1040,8,1
2018-01-01,"ARMS",1000,8,1
2018-01-01,"Ultimate Marvel vs. Capcom 3",920,3,1
2018-01-01,"Skullgirls 2nd Encore",891,3,1
2018-01-01,"Under Night In-Birth EXE: Late[st]",790,8,1
2018-01-01,"Battlerite",750,9,1
2018-01-01,"Injustice 2",740,8,1
2018-01-01,"Pokkén Tournament DX",530,4,2
2018-01-01,"Street Fighter III: 3rd Strike",520,3,1
2018-01-01,"Super Street Fighter II Turbo",480,3,1
2018-01-01,"Vampire Savior",440,3,1
2018-01-01,"King of Fighters XIV",400,3,1
2018-01-01,"Ultra Street Fighter IV",400,3,1
2018-01-01,"Killer Instinct (2013)",380,3,1
2018-01-01,"Melty Blood: Actress Again Current Code",350,3,1
2018-01-01,"Guilty Gear XX Accent Core Plus R",340,3,1
2018-01-01,"Puyo Puyo Tetris",320,3,1
2018-01-01,"Age of Empires",318,3,2
2018-01-01,"Arcana Heart 3: Love Max Six Stars!!!!!",250,3,1
2018-01-01,"Divekick",250,3,1
2018-01-01,"Age of Mythology",240,3,1
2018-01-01,"Catherine",240,3,1
2018-01-01,"Tatsunoko vs. Capcom: Ultimate All-Stars",230,3,1
2018-01-01,"Xonotic",130.48,4,1
2018-01-01,"Team Fortress 2",95.08,6,1
2018-01-01,"Brawlhalla",15.6,2,1
2018-01-01,"World of Tanks Blitz",0,0,1
2018-02-01,"Dota 2",1470636.47,192,9
2018-02-01,"Counter-Strike: Global Offensive",891283.48,553,52
2018-02-01,"Rainbow Six Siege",513029.04,96,3
2018-02-01,"Madden NFL 2018",403000,32,1
2018-02-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",332411.4,132,5
2018-02-01,"Heroes of the Storm",281207.26,64,3
2018-02-01,"StarCraft II",223186.67,77,36
2018-02-01,"Overwatch",202003.51,225,14
2018-02-01,"League of Legends",112339.52,141,12
2018-02-01,"Call of Duty: WWII",103297.43,56,10
2018-02-01,"Halo 5: Guardians",94500,68,11
2018-02-01,"Hearthstone",78830,67,8
2018-02-01,"Rocket League",42464.29,116,32
2018-02-01,"World of WarCraft",40000,34,4
2018-02-01,"Tekken 7",31500,3,1
2018-02-01,"Super Smash Bros. for Wii U",26538.64,96,20
2018-02-01,"WarCraft III",20835.59,26,15
2018-02-01,"Pokémon VGC",20000,27,3
2018-02-01,"Team Fortress 2",19889.27,78,3
2018-02-01,"Brawlhalla",15093.6,60,4
2018-02-01,"Super Smash Bros. Melee",14579.74,64,12
2018-02-01,"Fortnite",8690.78,12,1
2018-02-01,"NHL 18",7700,5,2
2018-02-01,"Point Blank",7022.34,22,1
2018-02-01,"Paladins",7000,40,1
2018-02-01,"Gears of War 4",4500,30,9
2018-02-01,"CrossFire",2282.23,24,5
2018-02-01,"ARMS",2057.5,13,3
2018-02-01,"Yu-Gi-Oh! Duel Links",2054,40,16
2018-02-01,"Project M",1940,16,3
2018-02-01,"Quake Champions",1550,8,2
2018-02-01,"Gwent",1320,11,2
2018-02-01,"Age of Empires II",1097,11,5
2018-02-01,"Faeria",800,5,2
2018-02-01,"TrackMania 2: Stadium",432.42,3,1
2018-02-01,"Super Smash Bros. Brawl",400,7,2
2018-02-01,"Age of Empires III",350,3,1
2018-02-01,"Super Smash Bros.",300,3,1
2018-02-01,"Dragon Ball FighterZ",105,1,1
2018-02-01,"Xonotic",48.99,3,1
2018-02-01,"Reflex",30,3,1
2018-03-01,"Counter-Strike: Global Offensive",3314799.38,756,61
2018-03-01,"Dota 2",3138584.99,274,14
2018-03-01,"StarCraft II",979711.52,108,33
2018-03-01,"League of Legends",536655.58,333,22
2018-03-01,"Hearthstone",429551.43,152,16
2018-03-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",338531.21,231,7
2018-03-01,"Call of Duty: WWII",248836.4,71,4
2018-03-01,"Heroes of the Storm",202986.3,80,3
2018-03-01,"Magic: The Gathering Online",2e+05,23,1
2018-03-01,"Overwatch",166192.37,207,13
2018-03-01,"Clash Royale",147465.8,20,7
2018-03-01,"FIFA 18",135974.04,27,3
2018-03-01,"Halo 5: Guardians",113000,64,11
2018-03-01,"Tekken 7",109750,27,3
2018-03-01,"Arena of Valor",64651.51,22,1
2018-03-01,"Street Fighter V: Arcade Edition",60578.65,17,3
2018-03-01,"Echo Arena",44692.56,9,1
2018-03-01,"Super Smash Bros. for Wii U",42572.79,82,17
2018-03-01,"Rainbow Six Siege",40294.13,85,4
2018-03-01,"CrossFire",32882.23,45,7
2018-03-01,"Old School Runescape",32000,4,1
2018-03-01,"Gwent",25190.06,16,2
2018-03-01,"Super Smash Bros. Melee",20169.1,58,10
2018-03-01,"World of WarCraft",20000,28,2
2018-03-01,"Attack on Titan Tribute Game",18800,19,2
2018-03-01,"Paladins",16100,58,4
2018-03-01,"The Unspoken",14897.52,3,1
2018-03-01,"Fortnite",13316.4,14,2
2018-03-01,"Pokémon VGC",12000,20,3
2018-03-01,"Gears of War 4",8000,35,13
2018-03-01,"Yu-Gi-Oh! Duel Links",7642.92,61,24
2018-03-01,"Team Fortress 2",7394.7,42,2
2018-03-01,"Quake Champions",6471.32,14,4
2018-03-01,"Rocket League",4896.74,34,7
2018-03-01,"Dragon Ball FighterZ",3571.5,8,3
2018-03-01,"Splatoon 2",3360,0,2
2018-03-01,"Age of Empires",3292.97,33,3
2018-03-01,"iRacing.com",3000,106,3
2018-03-01,"TrackMania 2: Stadium",2884.44,8,3
2018-03-01,"Brawlhalla",2723.4,35,3
2018-03-01,"Age of Empires II",2608.21,28,10
2018-03-01,"WarCraft III",2504.21,18,21
2018-03-01,"Lichess",2200,5,1
2018-03-01,"osu!",1440,30,3
2018-03-01,"Faeria",800,6,2
2018-03-01,"Marvel vs. Capcom: Infinite",730,3,1
2018-03-01,"King of Fighters XIV",605,3,1
2018-03-01,"Project M",589.95,9,3
2018-03-01,"ARMS",536.17,7,3
2018-03-01,"Age of Empires Online",500,4,1
2018-03-01,"Quake II",379.5,2,1
2018-03-01,"BlazBlue: Central Fiction",350,3,1
2018-03-01,"Guilty Gear Xrd REV 2",340,3,1
2018-03-01,"Pokkén Tournament DX",340,3,1
2018-03-01,"BlazBlue: Cross Tag Battle",320,6,1
2018-03-01,"StarCraft: Remastered",315.01,4,1
2018-03-01,"Age of Empires III",250,4,1
2018-03-01,"Melty Blood: Actress Again Current Code",200,3,1
2018-03-01,"Warsow",183,2,1
2018-03-01,"Dengeki Bunko: Fighting Climax Ignition",150,3,1
2018-03-01,"Guilty Gear XX Accent Core Plus R",150,3,1
2018-03-01,"Street Fighter Alpha 2",150,3,1
2018-03-01,"Persona 4 Arena Ultimax",120,3,1
2018-04-01,"League of Legends",1985731.38,665,27
2018-04-01,"Dota 2",1576985.88,308,14
2018-04-01,"Heroes of the Storm",1509144,185,6
2018-04-01,"Counter-Strike: Global Offensive",1270684.38,1488,86
2018-04-01,"Call of Duty: WWII",1106280,95,6
2018-04-01,"Halo 5: Guardians",1e+06,64,1
2018-04-01,"FIFA 18",603972.43,102,10
2018-04-01,"Rocket League",378643.66,194,20
2018-04-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",377928.61,217,12
2018-04-01,"FIFA Online 3",237112.5,36,1
2018-04-01,"Mobile Legends: Bang Bang",230051,118,2
2018-04-01,"Arena of Valor",222562.09,100,3
2018-04-01,"Gears of War 4",203000,65,7
2018-04-01,"Rainbow Six Siege",141239.63,236,11
2018-04-01,"StarCraft II",104375.81,84,34
2018-04-01,"Gwent",1e+05,5,1
2018-04-01,"World of WarCraft",1e+05,29,1
2018-04-01,"Zula",1e+05,20,1
2018-04-01,"Street Fighter V: Arcade Edition",86459.5,33,3
2018-04-01,"Overwatch",85483.4,181,13
2018-04-01,"Hearthstone",68838.76,81,13
2018-04-01,"Heroes of Newerth",64039.12,25,1
2018-04-01,"Fortnite",60537.75,78,3
2018-04-01,"Chess.com",51002,30,2
2018-04-01,"Attack on Titan Tribute Game",50000,8,1
2018-04-01,"Brawlhalla",20040,65,7
2018-04-01,"WarCraft III",18030.63,27,18
2018-04-01,"Team Fortress 2",17970,63,3
2018-04-01,"Project Cars 2",16950,6,1
2018-04-01,"Super Smash Bros. Melee",16930,63,10
2018-04-01,"Battalion 1944",15273.59,30,2
2018-04-01,"Point Blank",14408.82,20,2
2018-04-01,"Pokémon VGC",14000,16,2
2018-04-01,"Super Smash Bros. for Wii U",13498.81,95,18
2018-04-01,"Paladins",10500,82,2
2018-04-01,"Age of Empires II",9048.44,47,13
2018-04-01,"Tekken 7",8000,15,4
2018-04-01,"Yu-Gi-Oh! Duel Links",7165.93,55,14
2018-04-01,"NHL 18",5000,16,2
2018-04-01,"TrackMania 2: Stadium",4918.71,19,5
2018-04-01,"Age of Empires",4202.75,22,3
2018-04-01,"World of Tanks Blitz",3330,0,1
2018-04-01,"Lichess",3200,6,1
2018-04-01,"Guilty Gear Xrd REV 2",3168,8,1
2018-04-01,"BlazBlue: Central Fiction",2790,8,1
2018-04-01,"Under Night In-Birth EXE: Late[st]",2720,8,1
2018-04-01,"ARMS",2552.6,23,5
2018-04-01,"Faeria",2500,4,1
2018-04-01,"Dragon Ball FighterZ",1903.76,11,2
2018-04-01,"Quake Champions",1386.12,13,5
2018-04-01,"StarCraft: Remastered",1062,6,2
2018-04-01,"CrossFire",978.1,16,2
2018-04-01,"Injustice 2",503.76,3,1
2018-04-01,"Age of Empires III",400,8,3
2018-04-01,"TrackMania 2: Canyon",369.6,3,1
2018-04-01,"Project M",320.74,7,2
2018-04-01,"Age of Mythology",168,3,1
2018-04-01,"Reflex",133.66,9,2
2018-04-01,"Xonotic",98.28,3,1
2018-05-01,"Dota 2",3365918.69,239,18
2018-05-01,"Counter-Strike: Global Offensive",1722126.3,853,68
2018-05-01,"League of Legends",1503802.19,206,8
2018-05-01,"Overwatch",1065899.1,600,14
2018-05-01,"FIFA 18",572357.57,102,13
2018-05-01,"Hearthstone",403727.52,243,13
2018-05-01,"Paladins",253500,102,4
2018-05-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",209255,155,4
2018-05-01,"Rainbow Six Siege",174893.35,60,2
2018-05-01,"Attack on Titan Tribute Game",170900,19,5
2018-05-01,"StarCraft: Remastered",166140.85,42,5
2018-05-01,"SMITE",149500,50,3
2018-05-01,"Arena of Valor",137891.56,61,2
2018-05-01,"StarCraft II",122308.62,105,43
2018-05-01,"Radical Heights",120000,12,2
2018-05-01,"NBA 2K18",1e+05,36,1
2018-05-01,"Heroes of the Storm",65563,81,5
2018-05-01,"Quake Champions",57000,48,21
2018-05-01,"Fortnite",52934.56,61,6
2018-05-01,"Point Blank",49000,35,1
2018-05-01,"Super Smash Bros. Melee",47453.69,86,17
2018-05-01,"World of WarCraft",42000,55,5
2018-05-01,"Street Fighter V: Arcade Edition",38070.35,23,4
2018-05-01,"Call of Duty: WWII",36548,28,4
2018-05-01,"RaceRoom Racing Experience",27768.7,91,5
2018-05-01,"Gwent",25000,8,1
2018-05-01,"Super Smash Bros. for Wii U",22865.33,92,20
2018-05-01,"Tekken 7",18567.64,22,5
2018-05-01,"Killer Instinct (2013)",16410,8,1
2018-05-01,"WarCraft III",16233.42,29,17
2018-05-01,"Rocket League",14191.59,75,23
2018-05-01,"Injustice 2",12661.88,11,2
2018-05-01,"Pokémon VGC",12000,19,3
2018-05-01,"Dragon Ball FighterZ",7947.06,12,2
2018-05-01,"Clash Royale",5966.2,15,1
2018-05-01,"NHL 18",5000,1,1
2018-05-01,"Brawlhalla",4000,35,2
2018-05-01,"Mortal Kombat XL",3810,8,1
2018-05-01,"Lichess",3600,5,1
2018-05-01,"Guilty Gear Xrd REV 2",3579.64,11,2
2018-05-01,"Mortal Kombat 9",3260,8,1
2018-05-01,"King of Fighters XIV",2294.23,12,2
2018-05-01,"Age of Empires II",2070,20,12
2018-05-01,"Under Night In-Birth EXE: Late[st]",1962.94,11,2
2018-05-01,"Age of Empires",1835,18,2
2018-05-01,"Super Street Fighter II Turbo",1777.53,11,2
2018-05-01,"Yu-Gi-Oh! Duel Links",1769.56,40,14
2018-05-01,"BlazBlue: Central Fiction",1583.06,12,2
2018-05-01,"osu!",1525,18,2
2018-05-01,"Chess.com",1400,7,1
2018-05-01,"Vampire Savior",1370,8,1
2018-05-01,"Marvel vs. Capcom: Infinite",1362.12,11,2
2018-05-01,"Skullgirls 2nd Encore",1340,8,1
2018-05-01,"Mystery Game Tournament",1280,8,1
2018-05-01,"Street Fighter III: 3rd Strike",1070,8,1
2018-05-01,"Project M",684.92,9,2
2018-05-01,"TrackMania 2: Stadium",650.76,13,1
2018-05-01,"Super Smash Bros.",574.59,8,1
2018-05-01,"ARMS",434.4,17,8
2018-05-01,"Age of Empires III",400,8,3
2018-05-01,"Super Smash Bros. Brawl",358.19,8,1
2018-05-01,"iRacing.com",210,5,1
2018-05-01,"Ultra Street Fighter IV",170.81,4,1
2018-05-01,"Sailor Moon S",163.06,4,1
2018-05-01,"rFactor 2",113,1,1
2018-05-01,"Garou: Mark of the Wolves",108.71,4,1
2018-05-01,"Samurai Shodown V Special",108.71,4,1
2018-05-01,"Soul Calibur II HD Online",85.41,4,1
2018-05-01,"Windjammers",85.41,4,1
2018-05-01,"Soul Calibur V",77.64,4,1
2018-06-01,"Counter-Strike: Global Offensive",2113350.1,855,68
2018-06-01,"Dota 2",1637497.41,216,10
2018-06-01,"Overwatch",1538448,500,17
2018-06-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",1175086.99,476,17
2018-06-01,"Hearthstone",704638.99,146,21
2018-06-01,"CrossFire",383822.4,128,2
2018-06-01,"StarCraft II",324410.96,135,30
2018-06-01,"FIFA 18",256343.52,66,3
2018-06-01,"Rocket League",253825.4,42,5
2018-06-01,"Heroes of the Storm",250000,60,1
2018-06-01,"Call of Duty: WWII",208766.76,64,7
2018-06-01,"CrossFire Mobile",203021,0,1
2018-06-01,"League of Legends",178369.02,262,15
2018-06-01,"NBA 2K18",150000,48,1
2018-06-01,"Fortnite",115159.8,101,11
2018-06-01,"NHL 18",85000,6,1
2018-06-01,"Arena of Valor",84000,44,2
2018-06-01,"Rainbow Six Siege",83415.77,96,4
2018-06-01,"Clash Royale",78698.69,19,1
2018-06-01,"Forza Motorsport 7",75000,12,1
2018-06-01,"H1Z1",75000,20,1
2018-06-01,"Warface",63495,15,1
2018-06-01,"Super Smash Bros. Melee",44520,51,10
2018-06-01,"Brawlhalla",42300,61,9
2018-06-01,"World of WarCraft",42000,47,5
2018-06-01,"Super Smash Bros. for Wii U",35933,61,15
2018-06-01,"Old School Runescape",32000,4,1
2018-06-01,"Dragon Ball FighterZ",28833.1,19,2
2018-06-01,"Battlerite",28000,24,1
2018-06-01,"SMITE",20000,12,1
2018-06-01,"World of Tanks Blitz",20000,0,1
2018-06-01,"WarCraft III",18661.5,27,7
2018-06-01,"Gwent",15000,16,2
2018-06-01,"Tekken 7",13916.5,20,5
2018-06-01,"StarCraft: Remastered",10883.01,16,4
2018-06-01,"Quake Champions",10600,53,26
2018-06-01,"Pokémon VGC",10000,16,2
2018-06-01,"Paladins",7000,35,1
2018-06-01,"Point Blank",6855.2,23,1
2018-06-01,"Yu-Gi-Oh! Duel Links",5798.69,68,20
2018-06-01,"Heroes of Newerth",4540.57,9,1
2018-06-01,"Halo 5: Guardians",4000,12,2
2018-06-01,"iRacing.com",3886.2,20,2
2018-06-01,"Chess.com",3514,9,2
2018-06-01,"Age of Empires II",3373.36,29,9
2018-06-01,"ARMS",2960.57,23,6
2018-06-01,"TrackMania 2: Stadium",2589.63,15,3
2018-06-01,"Critical Ops",2500,0,1
2018-06-01,"Street Fighter V: Arcade Edition",2500,8,1
2018-06-01,"Splatoon 2",2000,0,1
2018-06-01,"Project M",1710,9,2
2018-06-01,"Battalion 1944",1290.79,0,2
2018-06-01,"Pokkén Tournament DX",1000,4,1
2018-06-01,"Team Fortress 2",1000,27,1
2018-06-01,"Age of Empires III",550,5,3
2018-06-01,"Super Smash Bros. Brawl",200,3,1
2018-06-01,"Age of Mythology",145,5,2
2018-07-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",2485740,337,15
2018-07-01,"Fortnite",2387370.12,219,26
2018-07-01,"Arena of Valor",2329160,116,3
2018-07-01,"Counter-Strike: Global Offensive",1992298.36,750,62
2018-07-01,"Overwatch",1703190.2,103,8
2018-07-01,"Call of Duty: WWII",706330,89,7
2018-07-01,"League of Legends",516346.85,408,16
2018-07-01,"Street Fighter V: Arcade Edition",374400.49,42,7
2018-07-01,"Hearthstone",332801.74,107,11
2018-07-01,"Halo 5: Guardians",256000,49,4
2018-07-01,"Gears of War 4",250000,58,1
2018-07-01,"Pro Evolution Soccer 2018",250000,15,2
2018-07-01,"Heroes of the Storm",201506.4,44,1
2018-07-01,"Mobile Legends: Bang Bang",191254.23,96,3
2018-07-01,"Dota 2",159330.91,148,10
2018-07-01,"SMITE",159000,75,3
2018-07-01,"NBA 2K18",150000,48,1
2018-07-01,"Realm Royale",133000,31,5
2018-07-01,"StarCraft II",132132.38,101,30
2018-07-01,"Clash Royale",110000,24,2
2018-07-01,"CrossFire",109000,64,2
2018-07-01,"Rocket League",107797.31,70,13
2018-07-01,"Rainbow Six Siege",101060.79,85,5
2018-07-01,"Paladins",1e+05,57,1
2018-07-01,"World of WarCraft",1e+05,31,1
2018-07-01,"Brawlhalla",36500,84,15
2018-07-01,"Guns of Boom",31000,0,4
2018-07-01,"Gwent",25000,8,1
2018-07-01,"Super Smash Bros. for Wii U",24207.64,77,19
2018-07-01,"Injustice 2",21160,13,2
2018-07-01,"Super Smash Bros. Melee",19734.96,70,14
2018-07-01,"Dragon Ball FighterZ",18947.74,13,4
2018-07-01,"Age of Empires",18630,37,7
2018-07-01,"Tekken 7",18124.46,27,7
2018-07-01,"Quake Champions",13440,36,20
2018-07-01,"StarCraft: Remastered",9625.31,12,4
2018-07-01,"Battalion 1944",7012.24,15,1
2018-07-01,"Age of Empires II",6406.7,16,7
2018-07-01,"Chess.com",4900,15,2
2018-07-01,"Battlefield 4",4524.96,30,1
2018-07-01,"Heroes of Newerth",4491.72,6,1
2018-07-01,"Project M",3933.71,23,4
2018-07-01,"Yu-Gi-Oh! Duel Links",3042.08,37,11
2018-07-01,"TrackMania 2: Stadium",1674.7,18,8
2018-07-01,"osu!",1620,18,1
2018-07-01,"Guilty Gear Xrd REV 2",1590,8,1
2018-07-01,"Archangel Hellfire",1500,6,3
2018-07-01,"Marvel vs. Capcom: Infinite",930,8,1
2018-07-01,"Killer Instinct (2013)",830,8,1
2018-07-01,"Super Smash Bros.",735.01,8,1
2018-07-01,"FIFA 18",417.56,2,2
2018-07-01,"ARMS",300,13,5
2018-07-01,"Age of Mythology",265,6,2
2018-07-01,"World of Tanks Blitz",0,0,1
2018-08-01,"Dota 2",25584943.71,191,12
2018-08-01,"Fortnite",4180707.15,432,28
2018-08-01,"Call of Duty: WWII",1500000,128,1
2018-08-01,"Counter-Strike: Global Offensive",1045596.94,1337,88
2018-08-01,"Arena of Valor",1013905.79,123,3
2018-08-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",1004303.87,275,11
2018-08-01,"NBA 2K18",6e+05,48,1
2018-08-01,"Overwatch",490103.01,286,9
2018-08-01,"League of Legends",460269.27,342,18
2018-08-01,"FIFA 18",419742.69,25,4
2018-08-01,"Rainbow Six Siege",364545.22,110,4
2018-08-01,"Heroes of the Storm",270692,201,6
2018-08-01,"Quake Champions",263240,64,14
2018-08-01,"StarCraft II",198712.58,102,31
2018-08-01,"Rocket League",138096.86,152,34
2018-08-01,"Realm Royale",130000,26,4
2018-08-01,"Street Fighter V: Arcade Edition",115956,19,4
2018-08-01,"Hearthstone",52495.52,95,16
2018-08-01,"Pokémon VGC",51500,16,1
2018-08-01,"Super Smash Bros. for Wii U",40150,46,11
2018-08-01,"Super Smash Bros. Melee",37580,30,4
2018-08-01,"WarCraft III",36648.24,13,3
2018-08-01,"Point Blank",32466.52,20,2
2018-08-01,"Dragon Ball FighterZ",26442.2,9,2
2018-08-01,"Team Fortress 2",25661.68,105,5
2018-08-01,"Tekken 7",22857.17,24,5
2018-08-01,"Gears of War 4",20000,20,1
